Code table;Intitulé de la table;Code champ;Texte long
SORDERP;Commandes de vente - Prix;DISCRGREN6_0;Motif6 Remise/frais
SORDERP;Commandes de vente - Prix;DISCRGVAL1_0;Valeur1 remise/frais
SORDERP;Commandes de vente - Prix;DISCRGVAL2_0;Valeur2 remise/frais
SORDERP;Commandes de vente - Prix;DISCRGVAL3_0;Valeur3 remise/frais
SORDERP;Commandes de vente - Prix;DISCRGVAL4_0;Valeur4 remise/frais
SORDERP;Commandes de vente - Prix;DISCRGVAL5_0;Valeur5 remise/frais
SORDERP;Commandes de vente - Prix;CPRPRI_0;Prix revient
SORDERP;Commandes de vente - Prix;BPAADD_0;Adresse livraison
SORDERP;Commandes de vente - Prix;CONNUM_0;N° contrat service
SORDERP;Commandes de vente - Prix;XTYPOF_0;Type OF
SORDERP;Commandes de vente - Prix;NETPRINOT_0;Prix net HT
SORDERP;Commandes de vente - Prix;NETPRIATI_0;Prix net TTC
SORDERP;Commandes de vente - Prix;ZLIGORIEDI_0;Ligne d'origine
SORDERP;Commandes de vente - Prix;ITMDES_0;Désignation article traduite
SORDERP;Commandes de vente - Prix;X4SAVLIV_0;Livré
SORDERP;Commandes de vente - Prix;CNDNAM_0;Contact livraison
SORDERP;Commandes de vente - Prix;LINTYP_0;Type ligne
SORDERP;Commandes de vente - Prix;FOCFLG_0;Gratuit
SORDERP;Commandes de vente - Prix;SQHNUM_0;No devis
SORDERP;Commandes de vente - Prix;SAU_0;Unité vente
SORDERQ;Commandes de vente - Quantités;XDLVDATFIN_0;Date fin réception
SORDERQ;Commandes de vente - Quantités;XDLVTIMDEB_0;Heure début récepti
SORDERQ;Commandes de vente - Quantités;XPNTDECHA_0;Point déchargement
SORDERQ;Commandes de vente - Quantités;XPNTMONTE_0;Point de destination
SORDERQ;Commandes de vente - Quantités;XSHIDATDEB_0;Date déb enlèvement
SORDERQ;Commandes de vente - Quantités;XSHIDATFIN_0;Date fin enlèvement
SORDERQ;Commandes de vente - Quantités;XSHITIMDEB_0;Heure début enlèv
SORDERQ;Commandes de vente - Quantités;XSHITIMFIN_0;Heure fin enlev
SORDERQ;Commandes de vente - Quantités;XSVCEMET_0;Service émetteur
SORDERQ;Commandes de vente - Quantités;AUUID_0;Identifiant unique
SORDERQ;Commandes de vente - Quantités;X4HDEMDLVD_0;Arrêt temps hors production
SORDERQ;Commandes de vente - Quantités;ODLQTY_0;Quantité en traitement
SORDERQ;Commandes de vente - Quantités;ODLQTYSTU_0;Quantité en traitement US
SORDERQ;Commandes de vente - Quantités;XNIVENG_0;Niveau d'engagement
SORDERQ;Commandes de vente - Quantités;XNBETIIMPP_0;Nb étiq. imp. Prod
SORDERQ;Commandes de vente - Quantités;SOQPSONUM_0;Numéro doc affaire
SORDERQ;Commandes de vente - Quantités;LPRQTYSTU_0;Quantité sur liste préparation US
SORDERQ;Commandes de vente - Quantités;XLIGORI_0;N° ligne d'origine
SORDERQ;Commandes de vente - Quantités;FMI_0;Origine article
SORDERQ;Commandes de vente - Quantités;LPRQTY_0;Quantité sur liste de préparation
SORDERQ;Commandes de vente - Quantités;PRGBILNUM_0;Numéro plan facturation
SORDERQ;Commandes de vente - Quantités;X4AVMOTD_0;
SORDERQ;Commandes de vente - Quantités;XSSLIGORI_0;N° sous-ligne origine
SORDERQ;Commandes de vente - Quantités;X4RGOPL_0;Options de transport
SORDERQ;Commandes de vente - Quantités;X4EXCLRFAD_0;Exclusion RFA
SORDERQ;Commandes de vente - Quantités;XDESTFIN_0;Destination Finale
SORDERQ;Commandes de vente - Quantités;XDESINT_0;Id ext. destination
SORDERQ;Commandes de vente - Quantités;XLIGMERORI_0;N° ligne mère origine
SORDERQ;Commandes de vente - Quantités;CREDATTIM_0;Date heure
SORDERQ;Commandes de vente - Quantités;UPDDATTIM_0;Date heure
SORDERQ;Commandes de vente - Quantités;MAXDLVDAT_0;Date max livraison
SORDERQ;Commandes de vente - Quantités;USELIMDAT_0;Date limite consom.
SORDERQ;Commandes de vente - Quantités;X4HSHIDAT_0;Pointage départ
SORDERQ;Commandes de vente - Quantités;DEMDLVREF_0;Réf dem livraison
SORDERQ;Commandes de vente - Quantités;RATTAXLIN_0;Taux de taxe
SORDERQ;Commandes de vente - Quantités;ORIQTY_0;Qté cde initiale
SORDERQ;Commandes de vente - Quantités;PRECOD_0;Code préparation
SORDERQ;Commandes de vente - Quantités;SOQSEQ_0;Numéro séquence
SORDERQ;Commandes de vente - Quantités;POQSEQ_0;Numéro séquence
SORDERQ;Commandes de vente - Quantités;UPDUSR_0;Opérateur modification
SORDERQ;Commandes de vente - Quantités;INVQTYSTU_0;Quantité facturée US
SORDERQ;Commandes de vente - Quantités;QTYSTU_0;Quantité commandée US
SORDERQ;Commandes de vente - Quantités;SOHCAT_0;Catégorie commande
SORDERQ;Commandes de vente - Quantités;BPCORD_0;Client commande
SORDERQ;Commandes de vente - Quantités;DEMDLVDAT_0;Date livraison acceptée
SORDERQ;Commandes de vente - Quantités;EXPNUM_0;Numéro Export
SORDERQ;Commandes de vente - Quantités;ALLTYP_0;Type allocation
SORDERQ;Commandes de vente - Quantités;MDL_0;Mode livraison
SORDERQ;Commandes de vente - Quantités;DRN_0;No tournée
SORDERQ;Commandes de vente - Quantités;DLVPIO_0;Priorité livraison
SORDERQ;Commandes de vente - Quantités;DAYLTI_0;Délai liv en jours
SORDERQ;Commandes de vente - Quantités;BPAADD_0;Adresse livraison
SORDERQ;Commandes de vente - Quantités;NDEPRNBOM_0;Composant imp BL
SORDERQ;Commandes de vente - Quantités;INVPRNBOM_0;Composant imp Fac
SORDERQ;Commandes de vente - Quantités;INVQTY_0;Quantité facturée
SORDERQ;Commandes de vente - Quantités;IMPNUMLIG_0;Ligne import
SORDERQ;Commandes de vente - Quantités;GEOCOD_0;Géo code
SORDERQ;Commandes de vente - Quantités;INSCTYFLG_0;Flag intérieur ville
SORDERQ;Commandes de vente - Quantités;X4QTYINI_0;Quantité initiale
SORDERQ;Commandes de vente - Quantités;TDLQTYSTU_0;Quantité à livrer US
SORDERQ;Commandes de vente - Quantités;BASTAXLIN_0;Montant taxable
SORDERQ;Commandes de vente - Quantités;OCNPRNBOM_0;Composant imp ARC
SORDERQ;Commandes de vente - Quantités;XTEXT0_0;Zone/date/heure dist
SORDERQ;Commandes de vente - Quantités;XKANBAN_0;N° Etiquette KANBAN
SORDERQ;Commandes de vente - Quantités;XQTERET_0;Qté retard
SORDERQ;Commandes de vente - Quantités;OPRQTY_0;Quantité en préparation
SORDERQ;Commandes de vente - Quantités;PREQTY_0;Quantité préparée
SORDERQ;Commandes de vente - Quantités;OPRQTYSTU_0;Quantité en préparation US
SORDERQ;Commandes de vente - Quantités;PREQTYSTU_0;Quantité préparée US
SORDERQ;Commandes de vente - Quantités;XDLVDATDEB_0;Date de besoin
SORDERQ;Commandes de vente - Quantités;XNBETIIMP_0;Nb étiq. imp. Bouc
SORDERQ;Commandes de vente - Quantités;XPCUSAUC01_0;Capacité UC
SORDERQ;Commandes de vente - Quantités;XPLDELIV_0;Bâtiment
SORDERQ;Commandes de vente - Quantités;DSPLINWEI_0;Poids ligne
SORDERQ;Commandes de vente - Quantités;DSPLINVOL_0;Volume ligne
SORDERQ;Commandes de vente - Quantités;INVAMT_0;Montant facturé
SORDERQ;Commandes de vente - Quantités;DLVPIOCMP_0;Complément priorité livraison
SORDERQ;Commandes de vente - Quantités;LOT_0;Filtre lot (exclusif)
SORDERQ;Commandes de vente - Quantités;STA_0;Filtre statuts (exclusif)
SORDERQ;Commandes de vente - Quantités;XREGROUP_0;Critère regroupement
SORDERQ;Commandes de vente - Quantités;LOC_0;Filtre emplacement
SORDERQ;Commandes de vente - Quantités;MON_0;Mois
SORDERQ;Commandes de vente - Quantités;SDDLIN_0;Ligne livraison
SORDERQ;Commandes de vente - Quantités;PCKCAP_0;Capacité emballage
SORDERQ;Commandes de vente - Quantités;YEA_0;Année
SORDERQ;Commandes de vente - Quantités;PJT_0;Affaire
SORDERQ;Commandes de vente - Quantités;X4FACTURE_0;Facturé
SORDERQ;Commandes de vente - Quantités;PCK_0;Emballage
SORDERQ;Commandes de vente - Quantités;X4AVMOTCOMD_0;Trans. entrée divers
SORDERQ;Commandes de vente - Quantités;MAXDLVHOU_0;Heure max livraison
SORDERQ;Commandes de vente - Quantités;ECCVALMAJ_0;Version majeure
SORDERQ;Commandes de vente - Quantités;ECCVALMIN_0;Version mineure
SORDERQ;Commandes de vente - Quantités;XDATMES_0;Date message EDI
SORDERQ;Commandes de vente - Quantités;XNUMMES_0;Numéro message EDI
SORDERQ;Commandes de vente - Quantités;XPCU1ITM_0;Code UC
SORDERQ;Commandes de vente - Quantités;XTIMMES_0;Heure mess EDI
SORDERQ;Commandes de vente - Quantités;XALERT_0;Flg alert variation
SORDERQ;Commandes de vente - Quantités;FMINUM_0;No contremarque
SORDERQ;Commandes de vente - Quantités;FMILIN_0;Ligne contremarque
SORDERQ;Commandes de vente - Quantités;FMISEQ_0;No seq contremarque
SORDERQ;Commandes de vente - Quantités;ORDDAT_0;Date commande
SORDERQ;Commandes de vente - Quantités;LINORDNUM_0;Ligne origine
SORDERQ;Commandes de vente - Quantités;DEMDLVHOU_0;Heure liv demandée
SORDERQ;Commandes de vente - Quantités;SOQSTA_0;Etat ligne
SORDERQ;Commandes de vente - Quantités;DDTANUM_0;Elt fact lig répart
SORDERQ;Commandes de vente - Quantités;DDTANOT_0;Elt fact lig répart
SORDERQ;Commandes de vente - Quantités;DLVDAY_0;Jour
SORDERQ;Commandes de vente - Quantités;CAD_0;Cadencement
SORDERQ;Commandes de vente - Quantités;WEE_0;No semaine
SORDERQ;Commandes de vente - Quantités;YNBCOLIS_0;Nombre de colis
SORDERQ;Commandes de vente - Quantités;DEMSTA_0;Statut ordre
SORDERQ;Commandes de vente - Quantités;SHTQTY_0;Quantité en rupture
SORDERQ;Commandes de vente - Quantités;SHTQTYSTU_0;Quantité en rupture US
SORDERQ;Commandes de vente - Quantités;INVFLG_0;Facturée
SORDERQ;Commandes de vente - Quantités;CREDAT_0;Date création
SORDERQ;Commandes de vente - Quantités;PITFLG_0;Gestion des points
SORDERQ;Commandes de vente - Quantités;CCLREN_0;Motif solde
SORDERQ;Commandes de vente - Quantités;CCLDAT_0;Date solde
SORDERQ;Commandes de vente - Quantités;XFLGRET_0;Delai
SORDERQ;Commandes de vente - Quantités;DLVFLG_0;Livrable
SORDERQ;Commandes de vente - Quantités;XCMQINT_0;Contremarque interne
SORDERQ;Commandes de vente - Quantités;POPLIN_0;Ligne commande
SORDERQ;Commandes de vente - Quantités;XDLVTIMFIN_0;Heure fin réception
SORDERQ;Commandes de vente - Quantités;VTS_0;Ss-type trans.Vertex
SORDERQ;Commandes de vente - Quantités;VTC_0;Code transac. Vertex
SORDERQ;Commandes de vente - Quantités;TAXGEOFLG_0;Flag Geo taxed
SORDERQ;Commandes de vente - Quantités;TAXFLG_0;Flag taxable
SORDERQ;Commandes de vente - Quantités;TAXREGFLG_0;Flag taxe enregistré
SORDERQ;Commandes de vente - Quantités;SOQTEX_0;Texte ligne commande
SORDERQ;Commandes de vente - Quantités;SDHNUM_0;No livraison
SORDERQ;Commandes de vente - Quantités;SOHNUM_0;No commande
SORDERQ;Commandes de vente - Quantités;POHNUM_0;No commande
SORDERQ;Commandes de vente - Quantités;SHIDAT_0;Date expédition
SORDERQ;Commandes de vente - Quantités;DSPLINFLG_0;Répartition
SORDERQ;Commandes de vente - Quantités;DLVQTYSTU_0;Quantité livrée US
SORDERQ;Commandes de vente - Quantités;PERSTRDAT_0;Date début période
SORDERQ;Commandes de vente - Quantités;PERENDDAT_0;Date fin période
SORDERQ;Commandes de vente - Quantités;PERNBRDAY_0;Nombre jours période
SORDERQ;Commandes de vente - Quantités;USEPLC_0;Lieu consommation
SORDERQ;Commandes de vente - Quantités;QTY_0;Quantité comandée
SORDERQ;Commandes de vente - Quantités;ALLQTY_0;Quantité allouée
SORDERQ;Commandes de vente - Quantités;CPY_0;Société
SORDERQ;Commandes de vente - Quantités;SOPLIN_0;Ligne
SORDERQ;Commandes de vente - Quantités;SOQSEQNUM_0;Ligne
SORDERQ;Commandes de vente - Quantités;SHIHOU_0;Heure expédition
SORDERQ;Commandes de vente - Quantités;EXTDLVDAT_0;Date livraison prévue
SORDERQ;Commandes de vente - Quantités;UPDDAT_0;Date modification
SORDERQ;Commandes de vente - Quantités;BPTNUM_0;Transporteur
SORDERQ;Commandes de vente - Quantités;DEMNUM_0;No ordre
SORDERQ;Commandes de vente - Quantités;ALLQTYSTU_0;Quantité allouée US
SORDERQ;Commandes de vente - Quantités;CREUSR_0;Opérateur création
SORDERQ;Commandes de vente - Quantités;XVERSION_0;Version
SORDERQ;Commandes de vente - Quantités;Z01STATUT_0;Statut
SORDERQ;Commandes de vente - Quantités;STOFCY_0;Site expédition
SORDERQ;Commandes de vente - Quantités;STOMGTCOD_0;Gestion stock
SORDERQ;Commandes de vente - Quantités;ITMREF_0;Article
SORDERQ;Commandes de vente - Quantités;DSPVOU_0;Unité Volume
SORDERQ;Commandes de vente - Quantités;DSPWEU_0;Unité poids
SORDERQ;Commandes de vente - Quantités;SALFCY_0;Site vente
SORDERQ;Commandes de vente - Quantités;TDLQTY_0;Quantité à livrer
SORDERQ;Commandes de vente - Quantités;DLVQTY_0;Quantité livrée
SPACK;Colis livraison;AUUID_0;Identifiant unique
SPACK;Colis livraison;SCCCOD_0;Code SSCC
SPACK;Colis livraison;PREUSR_0;Préparateur
SPACK;Colis livraison;SPHTEX_0;Texte colis
SPACK;Colis livraison;VOL_0;Volume
SPACK;Colis livraison;VCRTYP_0;Type pièce
SPACK;Colis livraison;X1LPN_0;Contenant
SPACK;Colis livraison;PACSEQ_0;No séquence
SPACK;Colis livraison;UPDDAT_0;Date modification
SPACK;Colis livraison;UPDUSR_0;Opérateur modif
SPACK;Colis livraison;CREDAT_0;Date création
SPACK;Colis livraison;NETWEI_0;Poids net
SPACK;Colis livraison;CHGTYP_0;Type cours devise
SPACK;Colis livraison;CPY_0;Société
SPACK;Colis livraison;STOFCY_0;Site expédition
SPACK;Colis livraison;WEU_0;Unité poids
SPACK;Colis livraison;LBLFMT_0;Format étiquette de l'emballage
SPACK;Colis livraison;X1LOC_0;Emplacement
SPACK;Colis livraison;CUR_0;Devise
SPACK;Colis livraison;VOU_0;Unité Volume
SPACK;Colis livraison;PCK_0;Emballage
SPACK;Colis livraison;VCRNUM_0;Numéro pièce
SPACK;Colis livraison;BPCORD_0;Client commande
SPACK;Colis livraison;EXPNUM_0;Numéro export
SPACK;Colis livraison;PACNUM_0;No colis
SPACK;Colis livraison;PCKWEI_0;Tare
SPACK;Colis livraison;PCKPRI_0;Prix emballage
SPACK;Colis livraison;ONEITMFLG_0;Unicité du contenu
SPACK;Colis livraison;CREUSR_0;Opérateur création
SPACK;Colis livraison;CREDATTIM_0;Date heure
SPACK;Colis livraison;UPDDATTIM_0;Date heure
SPACK;Colis livraison;PKGTYP_0;Type colisage
SPACKD;Détail colis livraison;AUUID_0;Identifiant unique
SPACKD;Détail colis livraison;SERFIN_0;Série fin
SPACKD;Détail colis livraison;SLO_0;S/lot
SPACKD;Détail colis livraison;SERDEB_0;Série début
SPACKD;Détail colis livraison;PACIND_0;Indice
SPACKD;Détail colis livraison;PCUSTUCOE_0;Coefficient
SPACKD;Détail colis livraison;PCKSTKFLG_0;Détail stock
SPACKD;Détail colis livraison;VCRTYP_0;Type pièce
SPACKD;Détail colis livraison;UPDDAT_0;Date modification
SPACKD;Détail colis livraison;UPDUSR_0;Opérateur modif
SPACKD;Détail colis livraison;CREDAT_0;Date création
SPACKD;Détail colis livraison;ITMDES1_0;Désignation article
SPACKD;Détail colis livraison;QTY_0;Quantité
SPACKD;Détail colis livraison;QTYPCU_0;Quantité
SPACKD;Détail colis livraison;NETWEI_0;Poids net
SPACKD;Détail colis livraison;ITMWEI_0;Poids de l'unité de stock
SPACKD;Détail colis livraison;VCRLIN_0;No ligne pièce
SPACKD;Détail colis livraison;CPY_0;Société
SPACKD;Détail colis livraison;PACSEQ_0;No séquence
SPACKD;Détail colis livraison;STOFCY_0;Site expédition
SPACKD;Détail colis livraison;ITMREF_0;Article
SPACKD;Détail colis livraison;WEU_0;Unité poids
SPACKD;Détail colis livraison;PCU_0;Unité
SPACKD;Détail colis livraison;PCK_0;Emballage
SPACKD;Détail colis livraison;LOT_0;Lot
SPACKD;Détail colis livraison;VCRNUM_0;Numéro pièce
SPACKD;Détail colis livraison;PALNUM_0;Identifiant 1
SPACKD;Détail colis livraison;VCRSEQ_0;No séquence pièce
SPACKD;Détail colis livraison;SAU_0;Unité Vente
SPACKD;Détail colis livraison;SERNUM_0;Série
SPACKD;Détail colis livraison;CTRNUM_0;Identifiant 2
SPACKD;Détail colis livraison;WSTOCOU_0;Chrono stock
SPACKD;Détail colis livraison;X1STOCOU_0;Chrono stock
SPACKD;Détail colis livraison;EXPNUM_0;Numéro export
SPACKD;Détail colis livraison;PACNUM_0;No colis
SPACKD;Détail colis livraison;CREUSR_0;Opérateur création
SPACKD;Détail colis livraison;X1STA_0;Statut
SPACKD;Détail colis livraison;SERORIDEB_0;Série début origine
SPACKD;Détail colis livraison;SERORIFIN_0;Série fin origine
SPACKD;Détail colis livraison;CREDATTIM_0;Date heure
SPACKD;Détail colis livraison;UPDDATTIM_0;Date heure
SPPRTCONF;Définition catalogue tarifs;LANDESSHO_0;Libellés
SPPRTCONF;Définition catalogue tarifs;FLGCHGTYP_0;Flag type de cours
SPPRTCONF;Définition catalogue tarifs;UPDUSR_0;Opérateur modif
SPPRTCONF;Définition catalogue tarifs;CREDAT_0;Date création
SPPRTCONF;Définition catalogue tarifs;PRITYP_0;Prix HT/TTC
SPPRTCONF;Définition catalogue tarifs;SALFCY_0;Site vente
SPPRTCONF;Définition catalogue tarifs;DAT_0;Date
SPPRTCONF;Définition catalogue tarifs;CHGTYP_0;Type cours devise
SPPRTCONF;Définition catalogue tarifs;ITMCRI_0;Filtre article
SPPRTCONF;Définition catalogue tarifs;PLISTC_0;Code structure
SPPRTCONF;Définition catalogue tarifs;STOFCY_0;Site expédition
SPPRTCONF;Définition catalogue tarifs;CUR_0;Devise
SPPRTCONF;Définition catalogue tarifs;DESAXX_0;Désignation
SPPRTCONF;Définition catalogue tarifs;BPCCRI_0;Filtre client
SPPRTCONF;Définition catalogue tarifs;BPRCRI_0;Filtre tiers
SPPRTCONF;Définition catalogue tarifs;ITSCRI_0;Filtre article/vente
SPPRTCONF;Définition catalogue tarifs;COD_0;Catalogue
SPPRTCONF;Définition catalogue tarifs;ITMSTR_0;Article début
SPPRTCONF;Définition catalogue tarifs;ITMEND_0;Article fin
SPPRTCONF;Définition catalogue tarifs;BPCSTR_0;Client début
SPPRTCONF;Définition catalogue tarifs;BPCEND_0;Client fin
SPPRTCONF;Définition catalogue tarifs;CREUSR_0;Opérateur création
SPPRTCONF;Définition catalogue tarifs;CREDATTIM_0;Date heure
SPPRTCONF;Définition catalogue tarifs;UPDDATTIM_0;Date heure
SPPRTCONF;Définition catalogue tarifs;AUUID_0;Identifiant unique
SPPRTCONF;Définition catalogue tarifs;FLGCUR_0;Flag devise
SPPRTCONF;Définition catalogue tarifs;FLGPRITYP_0;Flag type de prix
SPPRTCONF;Définition catalogue tarifs;UPDDAT_0;Date modification
SPREASON;Motifs tarifs ventes;UPDPRI_0;Modif prix
SPREASON;Motifs tarifs ventes;CREUSR_0;Opérateur création
SPREASON;Motifs tarifs ventes;CREDATTIM_0;Date heure
SPREASON;Motifs tarifs ventes;UPDDATTIM_0;Date heure
SPREASON;Motifs tarifs ventes;AUUID_0;Identifiant unique
SPREASON;Motifs tarifs ventes;LANDESSHO_0;Libellés
SPREASON;Motifs tarifs ventes;UPDDAT_0;Date modification
SPREASON;Motifs tarifs ventes;DES_0;Intitulé
SPREASON;Motifs tarifs ventes;DESAXX_0;Intitulé
SPREASON;Motifs tarifs ventes;CREDAT_0;Date création
SPREASON;Motifs tarifs ventes;PRIRENCAR_0;Num alpha
SPREASON;Motifs tarifs ventes;PRIREN_0;Motif
SPREASON;Motifs tarifs ventes;UPDUSR_0;Opérateur modification
SPREASON;Motifs tarifs ventes;EXPNUM_0;Numéro Export
SPREASON;Motifs tarifs ventes;DACMAN_0;Saisie manuelle
SPRICCONF;Paramétrage tarifs client;CREUSR_0;Opérateur création
SPRICCONF;Paramétrage tarifs client;EXPNUM_0;Numéro Export
SPRICCONF;Paramétrage tarifs client;UPDDATTIM_0;Date heure
SPRICCONF;Paramétrage tarifs client;AUUID_0;Identifiant unique
SPRICCONF;Paramétrage tarifs client;PLIBPRCNR_0;Tiers concernés
SPRICCONF;Paramétrage tarifs client;UPDNULPRI_0;Mise à jour prix nul
SPRICCONF;Paramétrage tarifs client;CRIDIE_0;Code axe
SPRICCONF;Paramétrage tarifs client;FLDTYPCPL_0;Complément type
SPRICCONF;Paramétrage tarifs client;CRICURNUM_0;Critère devise
SPRICCONF;Paramétrage tarifs client;CRIUOMNUM_0;Critère unité
SPRICCONF;Paramétrage tarifs client;CRIITMNUM_0;Critère article
SPRICCONF;Paramétrage tarifs client;CRIITM_0;Critère article
SPRICCONF;Paramétrage tarifs client;LANDESSHO_0;Libellés
SPRICCONF;Paramétrage tarifs client;FLDTYP_0;Type champ
SPRICCONF;Paramétrage tarifs client;CRIIND_0;Indice critère
SPRICCONF;Paramétrage tarifs client;CRIDES_0;Intitulé critère
SPRICCONF;Paramétrage tarifs client;UPDDAT_0;Date modification
SPRICCONF;Paramétrage tarifs client;UPDUSR_0;Opérateur modif
SPRICCONF;Paramétrage tarifs client;LIEN_0;Zone liée
SPRICCONF;Paramétrage tarifs client;CREDAT_0;Date création
SPRICCONF;Paramétrage tarifs client;CRIBPCNUM_0;Critère client
SPRICCONF;Paramétrage tarifs client;ABB_0;Abréviation
SPRICCONF;Paramétrage tarifs client;PRITYP_0;Prix HT/TTC
SPRICCONF;Paramétrage tarifs client;CRIBPR_0;Critère tiers
SPRICCONF;Paramétrage tarifs client;PPUMNU_0;Menu local
SPRICCONF;Paramétrage tarifs client;PLIENAFLG_0;Actif
SPRICCONF;Paramétrage tarifs client;PLITYP_0;Type tarif
SPRICCONF;Paramétrage tarifs client;PLISTC_0;Code structure
SPRICCONF;Paramétrage tarifs client;PRIPRO_0;Traitement prix
SPRICCONF;Paramétrage tarifs client;UOMCNVFLG_0;Conversion unité
SPRICCONF;Paramétrage tarifs client;FOCTYP_0;Type gratuité
SPRICCONF;Paramétrage tarifs client;COMPRO_0;Coefficient commission
SPRICCONF;Paramétrage tarifs client;DISCRGPRO_0;Traitement frais/remise
SPRICCONF;Paramétrage tarifs client;PLICPY_0;Société
SPRICCONF;Paramétrage tarifs client;CUR_0;Devise
SPRICCONF;Paramétrage tarifs client;CRILEN_0;Longueur champ
SPRICCONF;Paramétrage tarifs client;FLD_0;Champ
SPRICCONF;Paramétrage tarifs client;FOCPRO_0;Traitement gratuité
SPRICCONF;Paramétrage tarifs client;PLI_0;Code tarif
SPRICCONF;Paramétrage tarifs client;PRIQTYFLG_0;Prix/quantité
SPRICCONF;Paramétrage tarifs client;CURCNVFLG_0;Conversion devise
SPRICCONF;Paramétrage tarifs client;ATICNVFLG_0;Conversion HT/TTC
SPRICCONF;Paramétrage tarifs client;PRIFLD_0;Champ prix base
SPRICCONF;Paramétrage tarifs client;PRIIND_0;Indice prix base
SPRICCONF;Paramétrage tarifs client;PRIREN_0;Motif
SPRICCONF;Paramétrage tarifs client;CRINBR_0;Nombre de critères
SPRICCONF;Paramétrage tarifs client;DESAXX_0;Désignation
SPRICCONF;Paramétrage tarifs client;PIO_0;Priorité
SPRICCONF;Paramétrage tarifs client;FIL_0;Table
SPRICCONF;Paramétrage tarifs client;PLISEA_0;Boucle de recherche
SPRICCONF;Paramétrage tarifs client;CREDATTIM_0;Date heure
SPRICFICH;Tarifs clients (fiches);PLICRDIDX_0;Index
SPRICFICH;Tarifs clients (fiches);CREUSR_0;Opérateur création
SPRICFICH;Tarifs clients (fiches);CREDATTIM_0;Date heure
SPRICFICH;Tarifs clients (fiches);UPDDATTIM_0;Date heure
SPRICFICH;Tarifs clients (fiches);AUUID_0;Identifiant unique
SPRICFICH;Tarifs clients (fiches);UPDDAT_0;Date modification
SPRICFICH;Tarifs clients (fiches);UPDUSR_0;Opérateur modif
SPRICFICH;Tarifs clients (fiches);CREDAT_0;Date création
SPRICFICH;Tarifs clients (fiches);LINNBR_0;Nombre lignes
SPRICFICH;Tarifs clients (fiches);PLICRD_0;Fiche tarif
SPRICFICH;Tarifs clients (fiches);PLISTRDAT_0;Date début validité
SPRICFICH;Tarifs clients (fiches);PLIENDDAT_0;Date fin validité
SPRICFICH;Tarifs clients (fiches);PLI_0;Code tarif
SPRICFICH;Tarifs clients (fiches);EXPNUM_0;Numéro export
SPRICINCR;Augmentation des tarifs;CPNITMREF_0;Article composant
SPRICINCR;Augmentation des tarifs;PLILIN_0;Ligne
SPRICINCR;Augmentation des tarifs;DCGVAL_0;Valeur frais/remise
SPRICINCR;Augmentation des tarifs;FOCQTYMIN_0;Seuil minimum pour gratuité
SPRICINCR;Augmentation des tarifs;FOCAMTMIN_0;Seuil minimum pour gratuité
SPRICINCR;Augmentation des tarifs;FOCQTYBKT_0;Tranche d'attribution gratuité
SPRICINCR;Augmentation des tarifs;FOCAMTBKT_0;Tranche d'attribution gratuité
SPRICINCR;Augmentation des tarifs;UPDDAT_0;Date modification
SPRICINCR;Augmentation des tarifs;UPDUSR_0;Opérateur modif
SPRICINCR;Augmentation des tarifs;CREDAT_0;Date création
SPRICINCR;Augmentation des tarifs;CRIT2_0;Critère 2
SPRICINCR;Augmentation des tarifs;PLICRI2_0;Critère 2
SPRICINCR;Augmentation des tarifs;MINAMT_0;Valeur minimum
SPRICINCR;Augmentation des tarifs;MINQTY_0;Quantité minimale
SPRICINCR;Augmentation des tarifs;MAXQTY_0;Quantité maximale
SPRICINCR;Augmentation des tarifs;FOCQTY_0;Quantité gratuite
SPRICINCR;Augmentation des tarifs;MAXAMT_0;Valeur maximum
SPRICINCR;Augmentation des tarifs;COMCOE_0;Coefficient commission
SPRICINCR;Augmentation des tarifs;CRIT1_0;Critère1
SPRICINCR;Augmentation des tarifs;PLICRI1_0;Critère1
SPRICINCR;Augmentation des tarifs;CRIT3_0;Critère3
SPRICINCR;Augmentation des tarifs;PLICRI3_0;Critère3
SPRICINCR;Augmentation des tarifs;CRIT4_0;Critère4
SPRICINCR;Augmentation des tarifs;PLICRI4_0;Critère4
SPRICINCR;Augmentation des tarifs;CRIT5_0;Critère5
SPRICINCR;Augmentation des tarifs;PLICRI5_0;Critère5
SPRICINCR;Augmentation des tarifs;FOCITMREF_0;Article gratuit
SPRICINCR;Augmentation des tarifs;PRIDIV_0;Diviseur du prix
SPRICINCR;Augmentation des tarifs;CUR_0;Devise
SPRICINCR;Augmentation des tarifs;PLICRD_0;Fiche tarif
SPRICINCR;Augmentation des tarifs;PLICRI_0;Critère
SPRICINCR;Augmentation des tarifs;PLISTRDAT_0;Date début validité
SPRICINCR;Augmentation des tarifs;PLIENDDAT_0;Date fin validité
SPRICINCR;Augmentation des tarifs;UOM_0;Unité
SPRICINCR;Augmentation des tarifs;FOCUOM_0;Unité
SPRICINCR;Augmentation des tarifs;LTI_0;Délai
SPRICINCR;Augmentation des tarifs;PLI_0;Code tarif
SPRICINCR;Augmentation des tarifs;PRI_0;Prix
SPRICINCR;Augmentation des tarifs;IMPNUMLIG_0;Ligne import
SPRICINCR;Augmentation des tarifs;EXPNUM_0;Numéro Export
SPRICINCR;Augmentation des tarifs;CREUSR_0;Opérateur création
SPRICINCR;Augmentation des tarifs;CREDATTIM_0;Date heure
